"key","value"
"intersectHorizontal:","10"
"asTime","52"
"identityIndexOf:ifAbsent:","14"
"closeTo:","554"
"highlightElements:","15"
"withinMyPackage","35"
"logFlag","10"
"allBranches","13"
"pathSegments","62"
"addPathSegment:","49"
"initialSize:maximumSize:maximumAbsoluteAge:maximumRelativeAge:overflowAction:","18"
"compiler","334"
"focused:","19"
"fullDocument:","20"
"ClySubclassN1OfClass1FromP1","24"
"documentHtml:","11"
"conv","20"
"iconFor:","19"
"dstNode","12"
"isFaulty","28"
"aDestinationBlBounds","34"
"RTArcLine","13"
"ng","15"
"streams","12"
"aTasker","24"
"shiftKeyState","12"
"subDir","11"
"chooseBlock","14"
"PragmaMenuBuilder","17"
"presenterNameOrLayout","11"
":data","18"
"TextDiffBuilder","12"
"DAPackage","59"
"includesSelector:in:","28"
"aChromosome2","17"
"RubSmalltalkCodeMode","13"
"currentEvent","12"
"menuConfigurationEntryTitle","17"
"notify:","27"
"newClasses","13"
"clean","17"
"aConfiguration","54"
"withKeys:values:name:","142"
"aBufferSurface","11"
"shape:","294"
"beActiveDuring:","16"
"newScope","56"
"aMethodNode","131"
"tabGroup","81"
"subdirectory","37"
"anotherVersionM1M2P4","17"
"onClickExplore:","10"
"control","52"
"aFirstDictionary","16"
"processors","22"
"with:with:with:","312"
"privateClassVariableNames","10"
"anyButtonPressed","39"
"crossedX","15"
"sigma","13"
"theBoundsInParent","12"
"uc","29"
"aPort","48"
"state","593"
"aBlRope","232"
"elements","2586"
"literalAt:put:","11"
"styleSheet","174"
"withoutPrefix:","33"
"superInstSize","15"
"isSource","17"
"genForRBProgramNode","11"
"RBReturnNode","13"
"aMaxWidth","16"
"accumulator","71"
"deferUpdates:","18"
"==>","633"
"subMenu","133"
"password","179"
"myBooleanObject","12"
"numberOfMethods","79"
"centralCheckbox","11"
"printOn:base:length:padded:","39"
"findNode:","92"
"missingElements","16"
"inset:","14"
"theLog","11"
"GtEpiceaDiffStencil","12"
"readNext","25"
"packages","718"
"FamixMetamodelBuilder","15"
"copyTo:","12"
"classCollection","11"
"diffMorph","20"
"selectedRows","12"
"methodGroupQuery","23"
"newMetaRepository","39"
"pointAfterFirst","20"
"textInput","117"
"firstSequentialDuration","21"
"tagsForMethods","11"
"BlTextUnderlineAttribute","33"
"isDigit:","13"
"provider","35"
"BrToggle","77"
"newResult","30"
"fail","134"
"runRegex:","282"
"flipAlgorithm","11"
"life","16"
"nBits","134"
"opacity:","43"
"collapseBox","22"
"n1","166"
"aBag","46"
"incrementOfTime","29"
"maximumSize","10"
"alphabet","34"
"RBRefactoringError","13"
"debugSession","45"
"mustacheDo:inverted:","15"
"matches","22"
"aGeometryElement","27"
"copy:from:in:rule:","26"
"addTask:","11"
"registration","17"
"maxOfColumn:","11"
"showOptions","13"
"newAutoAcceptTextEntryFor:get:set:class:getEnabled:help:entryCompletion:","26"
"clearDependencies","11"
"signaledException","11"
"move:below:","23"
"FloatArray","68"
"aFixOffset","26"
"aCompiledMethod","737"
"selectedContext","41"
"numberOfEdges","91"
"actionBlock","35"
"cachedObject","10"
"fromObject:","13"
"addButton:text:value:","12"
"cat","85"
"client:","39"
"writerName","12"
"OFFSET_PADDING1","24"
"sq","22"
"isPureTranslation","15"
"shrunkForm","12"
"activeComponent","29"
"theAdornmentAttributes","18"
"asHexDigit","13"
"eventType","23"
"histogram","41"
"contentArea","10"
"isMouseDown","11"
"oneLineContent","16"
"destinationRunStart","18"
"frames","56"
"days:hours:minutes:seconds:","67"
"BlMouseLeaveEvent","11"
"pannable","22"
"activatedItem","31"
"referenceElements","14"
"theEdges","136"
"aTop","41"
"materializedSet","10"
"newColumn","19"
"anotherEvents","13"
"maxIterations","16"
"setTextWith:","18"
"startBreadth","12"
"exc","11"
"sounds","25"
"snippet:","34"
"morphForm","15"
"find","28"
"exampleClass","13"
"newIC","11"
"cl","102"
"part","42"
"subqueries:","23"
"hasTraitComposition","10"
"extB","23"
"private","39"
"isNotNil","575"
"baseUrl","36"
"shx","70"
"MenuMorph","32"
"modelCopy","12"
"widthElement:","10"
"outskirts:","17"
"linkInstaller","22"
"cycles","28"
"c1Mtd1","12"
"classDefinitions","12"
"canStart:","11"
"FFICalloutAPI","10"
"atLeast:","10"
"aPRProject","19"
":found","16"
"fullPath","24"
"controllingElements:","20"
"aMethodContext","36"
"addRightOrBottom:","12"
"vx","12"
"asMonth","18"
"entityStorage","46"
"charSet","60"
"availableWidth","19"
"collapsed","18"
"assertCollection:hasSameElements:","305"
"handles","36"
"camera","333"
"aLayoutFrame","16"
"toAnchor:","81"
"requestDuration","11"
"PPPattern","31"
"position:extent:","20"
"type","908"
"expandedItem","24"
"totalRead","17"
"beRoot","13"
"missingForm","12"
"ExternalData","31"
"tok","15"
"params","23"
":anEnd","19"
"itemBounds","12"
"col","369"
"childNamed:","70"
"constant","10"
"nodeElems","10"
"currentSlide","25"
"anOffsetSpace","10"
"aligned","11"
"doc","128"
"quotient","27"
"adjustLayout","12"
"aSelection","40"
"hasSourceCode","16"
"newPresenter:","11"
"testPackage","21"
"boxes","43"
"beSmall","17"
":anAttribute","12"
"align:","17"
"zeroc","47"
"coderAddOns","27"
"for:version:","17"
"aLog","13"
"evalContext","14"
"newElement","47"
"treeModel","17"
"utf8Encoded","13"
"coefficients:","65"
"subIterator","22"
"diff","643"
"halftoneForm","26"
"TSEasing","34"
":t","376"
"BlElementPositionInSpaceChangedEvent","13"
"containsHalt","10"
"printExtraInfoOn:","13"
"asJob","12"
":ver","10"
"bitInvert","59"
"strokeColor:","12"
"environmentStack","11"
"medianNextLevel","12"
"address:","32"
"kwds","13"
"newTextStyle","35"
"MalBooleanVector","11"
"createdTraits","10"
"RubConfigurationChange","10"
"additionalProperty:for:ifAbsentPut:","15"
"glyphInfo","26"
"TLVisualizationCustomizeElementCommand","11"
"numberOfOutgoingInvocations","10"
"subclass:","20"
"buttonFont","23"
"compilationContext:","21"
"beWritableObject","17"
"segment","81"
"arrowDown","47"
"fullContainsPoint:","15"
"baseline","114"
"goferLoad","12"
"unresolvedReferences","10"
"proposed","21"
"expectedPosition","24"
"ballistic","12"
"asParser","1730"
"submorph","47"
"selectionStart","77"
"ClyMethod","49"
"totalSeconds","24"
"transformation:","14"
"uri","177"
"packageOrProjectSpecs","12"
"aHeight","49"
"hv","44"
"inPlaceMultiplyBy:","37"
"hasRequiresOrIncludesOrAnswers","14"
"originalLocations","19"
"lineJoin","14"
"layoutChanged","102"
"group1","40"
"lastTime","173"
"collectionWithSameAtEndAndBegining","32"
"requestView:","15"
"isDualNumber","10"
"aNodeCollection","70"
"real","180"
"grammar","152"
"conditionBlock","55"
"GtPharoSnippetCoder","11"
"WAResponseNotification","28"
"anEpicea","21"
"meter","14"
"localOffset","35"
"noise:and:","11"
"contactBook","12"
"stringOrText","36"
"displayProgressFrom:to:during:","15"
"aSymbols","14"
":prop","21"
"removeButton","13"
":currApplicant","11"
"textStyle","149"
"whenSelectionChangedDo:","51"
"aShortcutEvent","16"
"remotes","48"
"below","18"
"defaultBackgroundColor","12"
"fieldSpec","35"
"paintTransform","34"
"aSpotterElement","42"
"worldState","60"
"aGt2ExampleAnnotation","37"
"resultPair","12"
"argument","102"
"TheRoot","54"
":aNode","254"
"or","117"
"interQuartileRange","15"
"delete:to:","46"
"nest:do:","14"
"addStyler:","11"
"layoutHolderMap","14"
"country","57"
"pkgSpec","52"
"RTRadialTreeLayout","12"
"chosenOperation","58"
"subdirectory:","10"
"startPos:","10"
"denominator","160"
"namespace1","13"
"parseLiterals","18"
"changeStamp","21"
"left:right:top:bottom:","37"
"foundBlock","16"
"aContext","362"
"when:substituteBy:","13"
"isFM3Class","22"
"infiniteElement","145"
"theWords","24"
"loadIdentity","37"
"lastEvent","25"
"targetRight","10"
"BrShadowLook","46"
"initializeWidgets","35"
"interpolate:","18"
"parameterEnd","19"
"addRepository:","28"
"createMethod:extendingClass:inPackage:","19"
"resolveType:","23"
"mInv","10"
"withoutEqualElements","26"
"replaceString","19"
"dstAncestry","12"
"angleInDegree:","11"
"anAttributesCollection","19"
"inPlaceSubtract:","18"
"removeLink:forObject:","14"
"blockSource","16"
"noneBlock","12"
":ignored","68"
"translateBy:during:","22"
"asComplex","13"
"at:ifPresent:ifAbsent:","88"
"javascript","37"
"arrows","41"
"representationType","11"
"leftOperation","10"
"systemDefinition","24"
"doButtonAction","13"
"firstCB","21"
"TSBox","126"
"json","73"
"searchCode","14"
"styleText","37"
"anActions","22"
"newHandler","14"
"absent","113"
"endTime","197"
"ry","26"
"j","456"
"beMultiple","13"
"Semaphore","171"
"doYetAnotherThingString","19"
"anchoredMorph","37"
"aBlockOrString","20"
"activeShortcutHandler","15"
"anExtentSpec","94"
"serializeAndMaterialize:","33"
"externalRadius:","53"
"callback","158"
"menu:submenu:background:callback:","38"
"myComponents","18"
"hasWatchpoint","11"
"removeCommand","34"
"tasks","92"
"prepareForRendering","13"
"IdentitySet","171"
"elem","260"
"extent:depth:","222"
"asso","14"
"sentMessages","21"
"evaluate","158"
"answer","697"
"xTable","147"
"displayBehavior:","18"
"inheritsFrom:","89"
"edgeSymbol","13"
"top:right:bottom:left:","69"
"int","183"
"childConstraints","37"
"high","116"
"versionInfos","12"
"bm2","11"
"parts","107"
"change2Commit","18"
"Undeclared","18"
"targetName","16"
"endPos:","11"
"struckOut","10"
"setPaint:","133"
"slotNamed:","39"
"remnants","17"
"clipSubmorphs:","35"
"isByteString","11"
"result1","34"
"log:","51"
"stopButton","12"
"RTForceLayoutStepping","18"
"selectItem:","47"
"aRight","35"
"YPackage","112"
"serializeJson:","11"
"bag2","11"
"aDateAndTime","433"
"newBounds:color:","12"
"anAttributeRope","18"
"PRRaw","39"
"universalTestFor:","46"
"searches","12"
"fnt","11"
"configurationClass:reasonCode:callSite:explanation:","11"
"me","23"
"indexOfSubCollection:startingAt:","28"
"fileName","393"
"leftNode","10"
"expiry","19"
"drawConnectedLandmarks:on:","18"
"itemName","15"
"initializePresenter","19"
"selectionColorToUse","13"
"eachResource","11"
"removeChildAt:","11"
"mousePos","13"
"specialIndex","10"
"ofType:size:","11"
"basenameWithoutExtension","14"
"offset:","172"
"selectedDirectory","12"
"trimAlign","10"
"textColorForShoutProperty:","12"
"currentMaxDepth","10"
"shy0","24"
"isTrait","61"
"FamixTest1SourceTextAnchor","50"
"removeCategory:","33"
":aCombination","13"
"normalVersion","14"
"cnt","11"
"timeClass","16"
"SystemOrganization","17"
"ClassVariableForTesting","11"
":aChildElement","30"
"normalDistribution","17"
"callingContext","12"
"BlMouseMoveEvent","41"
"leftX","63"
"classBoxShape","10"
"previewMorph","10"
"distanceBlock","12"
"notify","11"
"adoptedQuery","15"
"execute","172"
"isLiteralNode","138"
"convertions","113"
"ReadWriteStream","62"
"firstClickedMorph","10"
"keyNotInNonEmpty","10"
"at:put:","6031"
"visibleRect","12"
"anEntryCompletion","19"
"ensure:","409"
"normalizeSize:","19"
"asMetacelloSemanticVersionNumber","18"
"visibleHeight","12"
"characterToGlyphMap","40"
"arg2","17"
"get:","103"
"luminance","17"
"balloonText","34"
"correction","27"
"query:with:","11"
"packageSet","13"
"aSettingNode","34"
"escapes","13"
"cornerRadii","90"
"red:green:blue:","28"
"renderLabel:input:output:on:","13"
"toObjects:","11"
"digits","38"
"suite","147"
"assert","60"
"theArcs","14"
"GtCodersCodersChanged","13"
"numberOfNodes","19"
"anExternalHandle","12"
"selectorList","11"
"renderExplanationOn:","16"
"forMethod:","68"
"definingEntity","11"
"gtTextFor:","14"
"aTextPieceElement","11"
"RBAddClassTransformation","10"
"hasSourcePointer","15"
"numberOfBytes","34"
"aForm","310"
"addPackage:","63"
"aLineShape","14"
"incomingEdges","31"
"childMarginBounds","12"
"aRefactoring","29"
"anOpenGLSurface","10"
"cellHeight","18"
"newBottom","12"
"theTicks","24"
"aBounds","82"
"addedAssociations","10"
"check","103"
"mCPackage","43"
"autoRelease","37"
"ctrl","87"
"filter1","22"
"configurationClass","82"
"classify:under:","22"
"GtPhlowObjectToSpawn","68"
"aFaultyElement","25"
"aBorderStyle","29"
"getContextFor:","11"
"quo","24"
"currentColumns","10"
"aStyler","84"
"downArrowBtn","11"
"treeMorph","84"
"newButtonFor:action:label:help:","19"
"codeSize","22"
"pixelNumber","12"
"alpha:","996"
"anEntry","74"
"allAccesses","19"
"toHead:","34"
"SpNotebookPage","19"
"canBeExecutedInContext:","14"
"eventDispatcher","48"
"reverse","108"
"querySureIncomingInvocations","64"
"GtNestedTreeMap","20"
"autoMultiSelection:","13"
"aGt2Document","16"
"firstChild","78"
"graph","397"
"aTargetDrawable","17"
"dijkstra","22"
"registerGuiClassNamed:","12"
"card","20"
"state:","151"
"nextInstruction","47"
"setMin:","12"
"emphasis","78"
"pointers","13"
"gc","22"
"subwidget","26"
"sharedPools:","28"
"hierarchy:","11"
"newList","72"
"attribute:","58"
"p6","43"
"actionOn:","23"
"addColumn:","120"
"lowLimit","49"
"openInstance","37"
":cell","21"
"sortingBlock:","13"
"searchString","54"
"aBlockOrSymbol","61"
"hasSelection","44"
"searchedM","15"
"aBasisObject","10"
"anMCGitBasedRepository","15"
":aString","25"
"addInstVarNamed:","16"
"aCorner","29"
"ajax","108"
"allShapes","36"
"dismissHandle","10"
"BrGlamorousButtonWithLabelLook","32"
"backend","16"
"endPoint","122"
"e_node","11"
"performTest","10"
"request","568"
"layer2","12"
"expandBy:","47"
"hMatchParent","42"
"alignRight","48"
"edges","1032"
"GTObjectPrinter","11"
"ownerChanged","10"
"BlAffineTransformationPositionOrigin","14"
"requiredInputs","13"
"detect:ifNone:","466"
"<|--","19"
"unsortedCollection","14"
"aResponse","40"
"onEnvironment:","54"
"MorphTreeChangeRequest","17"
"w2","64"
"transferMorph","12"
"caseSensitive","25"
"recomputeSelection","11"
":itm","12"
"maskedString","16"
"polynomial","105"
":element","122"
"multipleSelection","12"
"drawOnAthensCanvas:","28"
"add:executor:","11"
"icons","232"
"shape2","36"
"targetClass","95"
"*","6363"
"key1","32"
"separators","69"
"BlGaussianShadowEffect","11"
"maxRightX","20"
"GLMBandBrick","15"
"load","141"
"maxWeight","23"
"muchLighter","30"
"selectedClass","242"
"inheritance","22"
"c6FullReferencerInSideOutSide","95"
"cellSize","83"
"childB","107"
"aPreferredSelectedTabTitle","15"
"withToolOn:","21"
"assertResult:","22"
"texture","52"
"PRTableCell","180"
"containingItems","13"
"dependencies","278"
"pathOnSpartaCanvas:","25"
"vmSimNextWakeupTick","12"
"TRPlatform","139"
"includesBehavior:","39"
"forPatch:","24"
"b4","15"
"intraConnectivities","27"
"systemQuery","25"
"useStackCacheDuring:defaultDictionary:","12"
"pushLiteral:","149"
"model1","53"
"controller","95"
":tempCanvas","12"
"loops","70"
"outerJoin:onLeft:onRight:","14"
"Context","62"
"Set","1171"
"aStack","52"
"emphasisCode","69"
"aDataSourceItem","70"
"canScrollHorizontally","11"
"assertInvalid:","36"
"props","153"
"parentScope","43"
"doSomethingElse","23"
"lm","13"
"usedHeight","18"
"asElement","377"
"time0","10"
"EpClassAddition","21"
"startVelocity","31"
"rsValue:","63"
"zoom","25"
"endWithPadding","17"
"nom","15"
"addVariables:ofType:","11"
"methods","617"
"cachedWidth","12"
":aProject","12"
"stepper","432"
"count:","37"
"targetModel","15"
"visitInlinedBlockNode:","30"
"tzp10","16"
"dialogConfirm:","10"
"previousState","63"
"atScope:in:","10"
":p1","26"
"layoutInset:","80"
"File","20"
"forget","21"
"withServerDo:","63"
"fill:from:to:with:","18"
"aTextElement","49"
"storeOn:base:","10"
"cacheRepository","17"
"adapter","251"
"serialize:","119"
"effectiveProcess","10"
"logGamma","12"
"selectedModel","46"
"findText:","16"
"redoArray:undoArray:","13"
"writeInDirectoryName:fileName:extension:visit:","26"
"useAnimation","10"
"characterFormAt:put:","11"
"noneYet","29"
"cacheAt:ifPresent:ifAbsent:","11"
"body:","32"
"fromAnchor","20"
"theAttributes","52"
"allItems","37"
"bindingStrategy","31"
"newPosition","113"
"headerText","11"
"aClass","2556"
"placeholder:","28"
"lastNonZero","20"
"aBlockOrASymbol","19"
"ancestors","174"
"lastUsedIndex","12"
"toPosition","30"
"si","30"
"blockNodes","19"
"asStringWithCommas","17"
"page:do:","12"
"selectedItems","238"
"secondarySelectionColor","19"
"isCharacter","21"
"aDisplayMedium","15"
"defaultSuperclass","15"
"submorphsDo:","66"
"commonAncestorWith:","19"
"sumFromNumber:","13"
"announcer","661"
"slots:","29"
"CompiledMethodTrailer","24"
"colorTable","10"
"flag1","15"
"owningScope","10"
"Lesson","38"
"fastTable","76"
"newline","61"
"totalA","11"
"dijsktra","26"
"startColumn:","14"
"resource","23"
"aScalableElement","18"
"contents:font:","31"
"ctx","42"
"cd","19"
"normalizeSize:min:max:","10"
"allClassesDo:","26"
"asArray","1256"
"critiqueQuery","16"
"scrollDown:","11"
"charge","48"
"on:getState:action:label:icon:menu:","16"
"itemTypeClass","18"
"highlightShape","19"
"equalBlock:","10"
"FTColumn","31"
"collectionWith1TimeSubcollection","18"
"table1","26"
"annotatedClass","19"
"predicates","17"
"copiedVars","25"
"BlKeyCombination","97"
"branchName:","15"
"withIndexDo:","204"
"colorRamp:","11"
"aModel","336"
"testSelector","39"
"addSlide:","52"
"newCheckboxFor:getSelected:setSelected:getEnabled:label:help:","12"
":aSymbol","17"
"squared","392"
"largeIdentityHash","10"
"lineIndexForPoint:","31"
"sourceDirectoryTree","22"
"RTOSM","30"
"glamorousBrowse","19"
"PRAnnotatedParagraph","69"
"isMessage","95"
"between:and:","355"
"toElements","23"
"aFromIndex","48"
"words","20"
"RTConstrainedDraggable","11"
":block","32"
"SocketAddress","13"
"currentTarget","83"
"preferGradientFill","10"
"normalizer","272"
"s3","12"
"newPackages","18"
"chooseLocal","11"
"whileFalse:","544"
"findElementOrNil:","33"
"forEach:","19"
"named:with:","14"
"lab","32"
"cancel","24"
"ditherMask","12"
"textArea","583"
"isValueHolder","19"
"KMBuffer","11"
"asRectangle","76"
"split","23"
"PRLevelNumberPrinter","13"
"detectColumnTypeAndConvert:","17"
"aCollectionOfInteractions","11"
"buildProjectFromBaselineClass:withRepositoryDescription:","11"
"ar","67"
"realValue:","26"
"fromPoint","82"
"followSets","47"
"sort","65"
"addColor:text:","27"
"ZnClient","309"
"buttonExtent","10"
"numberOfLinesOfCode","66"
":l","57"
"previous","234"
"createTag:","11"
"isUppercase","40"
"TLEntitiesGroup","21"
"MCOrganizationDefinition","101"
"aSmalllintContext","15"
"resultWithRefWithAnchorWithSeparateOutputFiles","10"
"serverStream","30"
"notFound","28"
"exampleClasses","18"
"addEvent:","27"
"anOutgoingElement","10"
"rehash","20"
"next:into:","25"
"center:radius:","10"
"BlElementCenterLeftAnchor","12"
"border","175"
"openCenteredInWorld","16"
"pragmas:","12"
"step:","92"
"patternForm","28"
"aNextNodePosition","20"
"componentName","15"
"parserInstanceFor:","33"
"interrupted","18"
"roelTyperResult","14"
"logBrowserModel","15"
"WeakMessageSend","12"
"stClass","14"
"OFFSET_Y","42"
"miterLimit","16"
"contents","1712"
"aW","16"
":res","35"
"newEnd","24"
"incomingCommits","11"
"wait","364"
":code","10"
"toSelect:","10"
"withAllSubclasses","411"
"theErrors","25"
"read","92"
"prefix","211"
"miter","14"
"moveCursor:forward:specialBlock:event:","17"
"TestSuite","15"
"aSourceBlBounds","47"
"selectedRow","24"
"bindings","111"
"dy","175"
"RBRefactoryChangeManager","45"
"TextFontReference","21"
"url:","380"
"aQuaternion","51"
"imports","32"
"theCandidates","15"
"thisScanline","87"
"aPlayBookFileReference","11"
"aSequenceNode","57"
